[1, 2, 3, 4, 5, 6, 7, 8, 9]
HBox(children=(IntProgress(value=0), HTML(value='')))

[1, 2, 3, 4, 5, 6, 7, 8, 10]
HBox(children=(IntProgress(value=0), HTML(value='')))

[1, 2, 3, 4, 5, 6, 8, 9, 10]
HBox(children=(IntProgress(value=0), HTML(value='')))

[1, 2, 3, 4, 5, 6, 7, 9, 10]
HBox(children=(IntProgress(value=0), HTML(value='')))

Epoch 1, 0% 	 ce: 2.2711 - acc: 0.1250 - took: 5.88s
Epoch 1, 0% 	 ce: 2.2763 - acc: 0.1406 - took: 5.90s
Epoch 1, 1% 	 ce: 2.2486 - acc: 0.1250 - took: 5.91s
Epoch 1, 1% 	 ce: 2.2743 - acc: 0.1406 - took: 5.93s
Epoch 1, 2% 	 ce: 2.1974 - acc: 0.1938 - took: 5.94s
Epoch 1, 2% 	 ce: 2.2618 - acc: 0.1979 - took: 8.25s
Epoch 1, 2% 	 ce: 2.2711 - acc: 0.1964 - took: 8.27s
Epoch 1, 3% 	 ce: 2.2711 - acc: 0.1953 - took: 8.83s
Epoch 1, 3% 	 ce: 2.1776 - acc: 0.1910 - took: 8.84s
Epoch 1, 4% 	 ce: 2.1252 - acc: 0.1969 - took: 8.86s
Epoch 1, 4% 	 ce: 2.0544 - acc: 0.2017 - took: 11.31s
Epoch 1, 4% 	 ce: 2.2073 - acc: 0.2057 - took: 11.32s
Epoch 1, 5% 	 ce: 2.1962 - acc: 0.2067 - took: 11.80s
Epoch 1, 48% 	 ce: 1.5628 - acc: 0.3553 - took: 93.05s
Epoch 1, 48% 	 ce: 1.5039 - acc: 0.3563 - took: 93.06s
Epoch 1, 48% 	 ce: 1.5141 - acc: 0.3569 - took: 95.99s
Epoch 1, 49% 	 ce: 1.3577 - acc: 0.3586 - took: 96.02s
Epoch 1, 49% 	 ce: 1.3373 - acc: 0.3605 - took: 96.57s
Epoch 1, 50% 	 ce: 1.2339 - acc: 0.3611 - took: 96.58s
Epoch 1, 50% 	 ce: 1.5813 - acc: 0.3615 - took: 96.59s
Epoch 1, 51% 	 ce: 1.4804 - acc: 0.3624 - took: 100.57s
Epoch 1, 51% 	 ce: 1.6614 - acc: 0.3620 - took: 100.59s
Epoch 1, 51% 	 ce: 1.4623 - acc: 0.3628 - took: 101.12s
Epoch 1, 52% 	 ce: 1.1626 - acc: 0.3641 - took: 101.14s
Epoch 1, 52% 	 ce: 1.5046 - acc: 0.3644 - took: 101.15s
Epoch 1, 53% 	 ce: 1.4814 - acc: 0.3647 - took: 104.00s
Epoch 1, 53% 	 ce: 1.3329 - acc: 0.3653 - took: 104.05s
Epoch 1, 53% 	 ce: 0.9904 - acc: 0.3670 - took: 104.56s
Epoch 1, 54% 	 ce: 1.5858 - acc: 0.3668 - took: 104.56s
Epoch 1, 54% 	 ce: 1.5154 - acc: 0.3678 - took: 104.57s
Epoch 1, 55% 	 ce: 1.6585 - acc: 0.3690 - took: 107.58s
Epoch 1, 55% 	 ce: 1.5335 - acc: 0.3688 - took: 107.63s
Epoch 1, 55% 	 ce: 1.3388 - acc: 0.3702 - took: 108.20s
Epoch 1, 56% 	 ce: 1.1188 - acc: 0.3719 - took: 108.22s
Epoch 1, 56% 	 ce: 1.5045 - acc: 0.3717 - took: 108.23s
Epoch 1, 57% 	 ce: 1.1247 - acc: 0.3737 - took: 110.63s
Epoch 1, 57% 	 ce: 1.3984 - acc: 0.3748 - took: 110.70s
Epoch 1, 57% 	 ce: 1.1316 - acc: 0.3754 - took: 111.18s
Epoch 1, 58% 	 ce: 1.8190 - acc: 0.3750 - took: 111.18s
Epoch 1, 58% 	 ce: 1.3085 - acc: 0.3754 - took: 111.19s
Epoch 1, 59% 	 ce: 1.4115 - acc: 0.3763 - took: 114.27s
Epoch 1, 59% 	 ce: 1.5713 - acc: 0.3767 - took: 114.31s
Epoch 1, 59% 	 ce: 1.3227 - acc: 0.3775 - took: 114.84s
Epoch 1, 60% 	 ce: 1.7601 - acc: 0.3775 - took: 114.85s
Epoch 1, 60% 	 ce: 1.6618 - acc: 0.3777 - took: 114.85sEpoch 1, 0% 	 ce: 2.3686 - acc: 0.0312 - took: 6.89s
Epoch 1, 0% 	 ce: 2.2373 - acc: 0.1406 - took: 6.89s
Epoch 1, 1% 	 ce: 2.2489 - acc: 0.1354 - took: 6.90s
Epoch 1, 1% 	 ce: 2.2675 - acc: 0.1328 - took: 6.92s
Epoch 1, 2% 	 ce: 2.1923 - acc: 0.1437 - took: 6.93s
Epoch 1, 2% 	 ce: 2.2878 - acc: 0.1458 - took: 9.13s
Epoch 1, 2% 	 ce: 2.2545 - acc: 0.1429 - took: 9.68s
Epoch 1, 3% 	 ce: 2.2075 - acc: 0.1406 - took: 9.70s
Epoch 1, 3% 	 ce: 2.2311 - acc: 0.1493 - took: 9.71s
Epoch 1, 4% 	 ce: 2.1926 - acc: 0.1406 - took: 9.72s
Epoch 1, 4% 	 ce: 2.1608 - acc: 0.1506 - took: 12.23s
Epoch 1, 4% 	 ce: 2.1112 - acc: 0.1510 - took: 12.81s
Epoch 1, 5% 	 ce: 2.1412 - acc: 0.1538 - took: 12.82s
Epoch 1, 5% 	 ce: 2.2660 - acc: 0.1585 - took: 12.83s
Epoch 1, 6% 	 ce: 2.0990 - acc: 0.1521 - took: 12.85s
Epoch 1, 6% 	 ce: 2.1141 - acc: 0.1602 - took: 17.01s
Epoch 1, 6% 	 ce: 2.0079 - acc: 0.1673 - took: 17.60s
Epoch 1, 7% 	 ce: 1.9984 - acc: 0.1719 - took: 17.61s
Epoch 1, 7% 	 ce: 1.9323 - acc: 0.1760 - took: 17.63s
Epoch 1, 8% 	 ce: 2.0078 - acc: 0.1781 - took: 17.64s
Epoch 1, 8% 	 ce: 1.9016 - acc: 0.1830 - took: 20.32s
Epoch 1, 8% 	 ce: 2.0952 - acc: 0.1903 - took: 20.81s
Epoch 1, 9% 	 ce: 1.8579 - acc: 0.1984 - took: 20.83s
Epoch 1, 9% 	 ce: 1.8519 - acc: 0.1992 - took: 20.84s
Epoch 1, 10% 	 ce: 1.9858 - acc: 0.2037 - took: 20.86s
Epoch 1, 10% 	 ce: 1.9973 - acc: 0.2079 - took: 24.13s
Epoch 1, 10% 	 ce: 1.9718 - acc: 0.2106 - took: 24.66s
Epoch 1, 11% 	 ce: 1.8427 - acc: 0.2143 - took: 24.68s
Epoch 1, 11% 	 ce: 1.9565 - acc: 0.2209 - took: 24.69s
Epoch 1, 12% 	 ce: 1.8245 - acc: 0.2208 - took: 24.70s
Epoch 1, 12% 	 ce: 1.6540 - acc: 0.2228 - took: 28.76s
Epoch 1, 13% 	 ce: 1.7516 - acc: 0.2246 - took: 29.19s
Epoch 1, 13% 	 ce: 1.8787 - acc: 0.2263 - took: 29.21s
Epoch 1, 13% 	 ce: 1.7146 - acc: 0.2316 - took: 29.21s
Epoch 1, 14% 	 ce: 1.8775 - acc: 0.2339 - took: 29.23s
Epoch 1, 14% 	 ce: 1.7989 - acc: 0.2344 - took: 32.98s
Epoch 1, 15% 	 ce: 1.8003 - acc: 0.2373 - took: 33.35s
Epoch 1, 15% 	 ce: 1.8469 - acc: 0.2401 - took: 33.36s
Epoch 1, 15% 	 ce: 1.6666 - acc: 0.2420 - took: 33.37s
Epoch 1, 16% 	 ce: 1.9824 - acc: 0.2406 - took: 33.39s
Epoch 1, 16% 	 ce: 1.8523 - acc: 0.2401 - took: 37.32s
Epoch 1, 17% 	 ce: 1.5412 - acc: 0.2426 - took: 37.62s
Epoch 1, 17% 	 ce: 1.6378 - acc: 0.2442 - took: 37.63s
Epoch 1, 17% 	 ce: 2.0649 - acc: 0.2429 - took: 37.65s
Epoch 1, 18% 	 ce: 1.7333 - acc: 0.2465 - took: 37.66s
Epoch 1, 18% 	 ce: 1.6134 - acc: 0.2500 - took: 41.16s
Epoch 1, 19% 	 ce: 1.6324 - acc: 0.2533 - took: 41.37s
Epoch 1, 19% 	 ce: 1.4471 - acc: 0.2585 - took: 41.38s
Epoch 1, 19% 	 ce: 1.6860 - acc: 0.2615 - took: 41.41s
Epoch 1, 20% 	 ce: 1.5507 - acc: 0.2637 - took: 41.42s
Epoch 1, 20% 	 ce: 1.6294 - acc: 0.2641 - took: 44.39s
Epoch 1, 21% 	 ce: 1.8653 - acc: 0.2644 - took: 44.51s
Epoch 1, 21% 	 ce: 1.6988 - acc: 0.2665 - took: 44.51s
Epoch 1, 21% 	 ce: 1.5638 - acc: 0.2691 - took: 44.53s
Epoch 1, 22% 	 ce: 1.6812 - acc: 0.2687 - took: 44.53s
Epoch 1, 22% 	 ce: 1.8122 - acc: 0.2684 - took: 48.73s
Epoch 1, 23% 	 ce: 1.5935 - acc: 0.2686 - took: 48.74s
Epoch 1, 23% 	 ce: 1.6544 - acc: 0.2716 - took: 48.74s
Epoch 1, 23% 	 ce: 1.8119 - acc: 0.2717 - took: 48.76s
Epoch 1, 24% 	 ce: 1.5273 - acc: 0.2750 - took: 48.77s
Epoch 1, 24% 	 ce: 1.8627 - acc: 0.2751 - took: 52.93s
Epoch 1, 25% 	 ce: 1.7119 - acc: 0.2772 - took: 52.94s
Epoch 1, 25% 	 ce: 1.9080 - acc: 0.2763 - took: 52.95s
Epoch 1, 26% 	 ce: 1.6409 - acc: 0.2788 - took: 52.96s
Epoch 1, 26% 	 ce: 1.7164 - acc: 0.2808 - took: 52.97s
Epoch 1, 26% 	 ce: 1.5761 - acc: 0.2817 - took: 57.02s
Epoch 1, 27% 	 ce: 1.9042 - acc: 0.2836 - took: 57.04s
Epoch 1, 27% 	 ce: 1.7382 - acc: 0.2831 - took: 57.04s
Epoch 1, 28% 	 ce: 1.6269 - acc: 0.2853 - took: 57.05s
Epoch 1, 28% 	 ce: 1.6812 - acc: 0.2879 - took: 57.06s
Epoch 1, 28% 	 ce: 1.7478 - acc: 0.2887 - took: 60.83s
Epoch 1, 29% 	 ce: 1.5437 - acc: 0.2904 - took: 60.85s
Epoch 1, 29% 	 ce: 1.7404 - acc: 0.2911 - took: 60.86s
Epoch 1, 30% 	 ce: 1.4204 - acc: 0.2939 - took: 60.87s
Epoch 1, 30% 	 ce: 1.8130 - acc: 0.2946 - took: 60.88s
Epoch 1, 30% 	 ce: 1.7527 - acc: 0.2952 - took: 64.02s
Epoch 1, 31% 	 ce: 1.5057 - acc: 0.2979 - took: 64.05s
Epoch 1, 31% 	 ce: 1.5751 - acc: 0.2985 - took: 64.07s
Epoch 1, 32% 	 ce: 1.9124 - acc: 0.2971 - took: 64.09s
Epoch 1, 32% 	 ce: 1.5015 - acc: 0.3000 - took: 64.10s
Epoch 1, 32% 	 ce: 1.7780 - acc: 0.2994 - took: 68.05s
Epoch 1, 33% 	 ce: 1.9571 - acc: 0.2992 - took: 68.07s
Epoch 1, 33% 	 ce: 1.6937 - acc: 0.2989 - took: 68.09s
Epoch 1, 34% 	 ce: 1.7875 - acc: 0.3002 - took: 68.10s
Epoch 1, 34% 	 ce: 1.7179 - acc: 0.3004 - took: 68.12s
Epoch 1, 34% 	 ce: 1.6705 - acc: 0.3009 - took: 72.04s
Epoch 1, 35% 	 ce: 1.7286 - acc: 0.3014 - took: 72.05s
Epoch 1, 35% 	 ce: 1.3239 - acc: 0.3043 - took: 72.07s
Epoch 1, 36% 	 ce: 1.6329 - acc: 0.3051 - took: 72.09s
Epoch 1, 36% 	 ce: 1.6215 - acc: 0.3056 - took: 72.10s
Epoch 1, 36% 	 ce: 1.5964 - acc: 0.3070 - took: 76.17s
Epoch 1, 37% 	 ce: 1.5546 - acc: 0.3084 - took: 76.19s
Epoch 1, 37% 	 ce: 1.4725 - acc: 0.3108 - took: 76.21s
Epoch 1, 38% 	 ce: 1.7612 - acc: 0.3118 - took: 76.22s
Epoch 1, 38% 	 ce: 1.3538 - acc: 0.3135 - took: 76.23s
Epoch 1, 39% 	 ce: 1.5941 - acc: 0.3151 - took: 80.44s
Epoch 1, 39% 	 ce: 1.6967 - acc: 0.3157 - took: 80.45s
Epoch 1, 39% 	 ce: 1.7387 - acc: 0.3157 - took: 80.47s
Epoch 1, 40% 	 ce: 1.4379 - acc: 0.3166 - took: 80.48s
Epoch 1, 40% 	 ce: 1.3210 - acc: 0.3187 - took: 80.49s
Epoch 1, 41% 	 ce: 1.5070 - acc: 0.3199 - took: 84.12s
Epoch 1, 41% 	 ce: 1.5217 - acc: 0.3223 - took: 84.14s
Epoch 1, 41% 	 ce: 1.4925 - acc: 0.3237 - took: 84.16s
Epoch 1, 42% 	 ce: 1.5086 - acc: 0.3248 - took: 84.17s
Epoch 1, 42% 	 ce: 1.2515 - acc: 0.3280 - took: 84.19s
Epoch 1, 43% 	 ce: 1.3404 - acc: 0.3287 - took: 87.56s
Epoch 1, 43% 	 ce: 1.3115 - acc: 0.3306 - took: 87.58s
Epoch 1, 43% 	 ce: 1.2782 - acc: 0.3330 - took: 87.60s
Epoch 1, 44% 	 ce: 1.9278 - acc: 0.3329 - took: 87.61s
Epoch 1, 44% 	 ce: 1.3684 - acc: 0.3347 - took: 87.63s
Epoch 1, 45% 	 ce: 1.5934 - acc: 0.3356 - took: 91.79s
Epoch 1, 45% 	 ce: 1.6253 - acc: 0.3354 - took: 91.80s
Epoch 1, 45% 	 ce: 1.6624 - acc: 0.3349 - took: 91.82s
Epoch 1, 46% 	 ce: 1.7614 - acc: 0.3342 - took: 91.85s
Epoch 1, 46% 	 ce: 1.3895 - acc: 0.3359 - took: 91.86s
Epoch 1, 47% 	 ce: 1.4564 - acc: 0.3367 - took: 96.60s
Epoch 1, 47% 	 ce: 1.1016 - acc: 0.3387 - took: 96.61s
Epoch 1, 47% 	 ce: 1.7612 - acc: 0.3385 - took: 96.62s
Epoch 1, 48% 	 ce: 1.5305 - acc: 0.3393 - took: 96.65s
Epoch 1, 48% 	 ce: 1.6980 - acc: 0.3388 - took: 96.66s
Epoch 1, 49% 	 ce: 1.7169 - acc: 0.3391 - took: 100.36s
Epoch 1, 49% 	 ce: 1.4242 - acc: 0.3409 - took: 100.37s
Epoch 1, 50% 	 ce: 1.4065 - acc: 0.3415 - took: 100.39s
Epoch 1, 50% 	 ce: 1.4714 - acc: 0.3422 - took: 100.40s
Epoch 1, 50% 	 ce: 1.5120 - acc: 0.3430 - took: 100.42s
Epoch 1, 51% 	 ce: 1.5803 - acc: 0.3435 - took: 105.05s
Epoch 1, 51% 	 ce: 1.3155 - acc: 0.3447 - took: 105.06s
Epoch 1, 52% 	 ce: 1.4122 - acc: 0.3459 - took: 105.08s
Epoch 1, 52% 	 ce: 1.3371 - acc: 0.3467 - took: 105.09s
Epoch 1, 52% 	 ce: 1.5323 - acc: 0.3471 - took: 105.11s
Epoch 1, 53% 	 ce: 1.3512 - acc: 0.3478 - took: 108.66s
Epoch 1, 53% 	 ce: 1.7168 - acc: 0.3471 - took: 108.68s
Epoch 1, 54% 	 ce: 1.3037 - acc: 0.3489 - took: 108.69s
Epoch 1, 54% 	 ce: 1.4496 - acc: 0.3496 - took: 108.71s
Epoch 1, 54% 	 ce: 1.1282 - acc: 0.3514 - took: 108.72s
Epoch 1, 55% 	 ce: 1.1870 - acc: 0.3536 - took: 112.36s
Epoch 1, 55% 	 ce: 1.5883 - acc: 0.3540 - took: 112.37s
Epoch 1, 56% 	 ce: 1.2085 - acc: 0.3558 - took: 112.40s
Epoch 1, 56% 	 ce: 1.2937 - acc: 0.3570 - took: 112.42s
Epoch 1, 56% 	 ce: 1.2471 - acc: 0.3583 - took: 112.43s
Epoch 1, 57% 	 ce: 1.5968 - acc: 0.3582 - took: 115.55s
Epoch 1, 57% 	 ce: 1.4423 - acc: 0.3587 - took: 115.58s
Epoch 1, 58% 	 ce: 1.5441 - acc: 0.3599 - took: 115.61s
Epoch 1, 58% 	 ce: 1.5982 - acc: 0.3600 - took: 115.62s
Epoch 1, 58% 	 ce: 1.1125 - acc: 0.3623 - took: 115.63s
Epoch 1, 59% 	 ce: 1.4332 - acc: 0.3628 - took: 119.33s
Epoch 1, 59% 	 ce: 1.6063 - acc: 0.3629 - took: 119.35s
Epoch 1, 60% 	 ce: 1.5652 - acc: 0.3630 - took: 119.37s
Epoch 1, 60% 	 ce: 1.4070 - acc: 0.3630 - took: 119.39s
Epoch 1, 60% 	 ce: 1.1861 - acc: 0.3650 - took: 119.40sEpoch 1, 0% 	 ce: 2.2884 - acc: 0.1562 - took: 5.47s
Epoch 1, 0% 	 ce: 2.3323 - acc: 0.1250 - took: 5.50s
Epoch 1, 1% 	 ce: 2.2762 - acc: 0.1354 - took: 5.51s
Epoch 1, 1% 	 ce: 2.2621 - acc: 0.1484 - took: 5.56s
Epoch 1, 2% 	 ce: 2.2880 - acc: 0.1375 - took: 5.57s
Epoch 1, 2% 	 ce: 2.2776 - acc: 0.1406 - took: 8.23s
Epoch 1, 2% 	 ce: 2.2323 - acc: 0.1562 - took: 8.24s
Epoch 1, 3% 	 ce: 2.2024 - acc: 0.1641 - took: 8.26s
Epoch 1, 3% 	 ce: 2.2703 - acc: 0.1667 - took: 8.27s
Epoch 1, 4% 	 ce: 2.1391 - acc: 0.1781 - took: 8.29s
Epoch 1, 4% 	 ce: 2.1521 - acc: 0.1903 - took: 11.17s
Epoch 1, 4% 	 ce: 2.1218 - acc: 0.2057 - took: 11.18s
Epoch 1, 5% 	 ce: 2.1137 - acc: 0.2115 - took: 11.20s
Epoch 1, 5% 	 ce: 2.1617 - acc: 0.2143 - took: 11.25s
Epoch 1, 6% 	 ce: 2.0385 - acc: 0.2208 - took: 11.26s
Epoch 1, 6% 	 ce: 2.1435 - acc: 0.2227 - took: 15.89s
Epoch 1, 6% 	 ce: 2.0964 - acc: 0.2169 - took: 15.90s
Epoch 1, 7% 	 ce: 1.9191 - acc: 0.2274 - took: 15.91s
Epoch 1, 7% 	 ce: 1.9795 - acc: 0.2336 - took: 15.92s
Epoch 1, 8% 	 ce: 1.9206 - acc: 0.2375 - took: 15.94s
